D;1093;4195;3136
D;5304;351;128
D;5111;3210;5844
D;172;1593;1638
D;4587;4802;1489
D;474;1535;4930
D;3138;210;3538
D;5439;1583;736
D;2735;5280;2165
D;3427;3641;4649
D;1497;3529;5416
D;2092;3969;2773
D;1329;5375;5831
D;1469;4130;5018
D;4518;134;1803
D;574;3027;572
D;954;4619;235
D;1868;3492;5986
D;2697;3973;27
D;3109;401;1326
D;6069;243;1819
D;4608;3119;5566
D;3740;242;3013
D;1615;4347;2741
D;4951;813;4095
D;1725;1420;1559
D;75;2915;5558
D;4317;12;1698
D;514;5791;4291
D;4385;1734;2189
D;832;5156;2918
D;153;4818;4094
D;5531;13;2428
D;4279;629;4413
D;5684;1165;5326
D;4972;925;864
D;2760;4053;320
D;18;4660;3898
D;2608;4830;400
D;2901;6055;3348
D;5047;546;2782
D;2453;3744;2803
D;1382;4665;2384
D;5105;3517;5293
D;317;294;2584
D;1559;2929;5861
D;1452;1258;137
D;5301;1497;903
D;3352;3692;2928
D;2922;637;5842
D;4050;2214;5742
D;1351;5597;2537
D;3867;4348;1529
D;6001;3192;1472
D;2623;2412;3604
D;2140;838;5184
D;1388;398;4216
D;2307;1625;5551
D;3370;87;4164
D;717;158;221
D;2433;3836;2347
D;2530;4525;4680
D;5501;735;263
D;4569;5895;3571
D;1848;3518;1786
D;4778;3625;3589
D;2922;2103;4056
D;965;3128;911
D;864;2144;61
D;4399;2099;4425
D;4237;3442;656
D;2239;4331;2609
D;5025;4679;1726
D;4865;1305;4436
D;5566;2971;880
D;3432;4497;1409
D;2147;4591;5635
D;575;3358;2598
D;5818;3002;1518
D;3792;1971;3272
D;4363;2062;4674
D;3069;3949;2142
D;5890;3144;175
D;4400;372;3985
D;2927;2934;5340
D;3737;3495;3512
D;3521;4534;2194
D;3349;4592;520
D;2703;3983;3293
D;504;5737;1542
D;2416;2473;4847
D;2590;1810;4431
D;126;3071;2490
D;5350;2325;4765
D;657;429;1864
D;20;4715;2275
D;598;2859;5103
D;233;4529;345
D;5914;5389;3540
D;4219;5233;3896
D;1599;2026;3293
D;908;498;2834
D;3686;5145;4162
D;3469;4490;4368
D;2561;2173;4022
D;6036;3612;3745
D;3462;2928;3994
D;5545;1952;4282
D;5865;5693;4408
D;3787;5891;4098
D;1564;5471;4613
D;3536;1093;4293
D;1280;3459;170
D;527;5013;4611
D;3168;994;4701
D;3448;5531;5267
D;2663;3083;5905
D;3109;5414;1999
D;58;1658;302
D;1728;4826;5176
D;2523;3744;2275
D;2416;876;1956
D;5228;3881;3141
D;5946;1538;431
D;1450;2439;1804
D;3552;3751;1595
D;4545;5794;754
D;2748;1617;5523
D;2339;39;5601
D;4446;828;1541
D;952;2842;4347
D;830;5988;806
D;5217;3197;4966
D;3737;5261;2279
D;5613;415;2483
D;5000;315;2732
D;854;2515;1799
D;1294;5442;2592
D;1369;3086;1224
D;4054;478;2385
D;814;3997;2638
D;3200;521;909
D;4433;2994;4682
D;3241;202;570
D;1636;5583;6042
D;4101;3908;1900
D;4172;3679;5812
D;4105;1599;239
D;802;5619;1085
D;5123;1273;5879
D;5107;3628;4301
D;5191;4943;3030
D;3821;647;2466
D;709;4422;77
D;5244;2984;2532
D;689;2787;2226
D;4476;1455;10
D;2577;1607;3836
D;5685;284;3797
D;3362;5954;664
D;4476;3676;97
D;2702;2220;4345
D;4247;490;2113
D;1131;341;1093
D;1612;4174;13
D;4370;4134;3046
D;290;4386;5820
D;1371;2907;3020
D;2854;896;4790
D;4648;2828;5253
D;2358;4256;2219
D;2007;3956;5754
D;2503;83;6074
D;5809;4943;553
D;5378;2488;2685
D;3967;511;2358
D;739;3087;1980
D;4673;2417;3233
D;2619;3751;3847
D;2107;4070;843
D;5950;3117;3421
D;3538;2919;1973
D;2791;5970;5799
D;623;5301;3867
D;523;1983;4309
D;1789;2511;1031
D;184;258;2508
D;6042;5603;2616
D;3209;1102;1501
D;4152;2152;4728
D;5593;826;1197
D;1386;5257;1666
D;4109;3217;5136
D;5219;1130;3142
D;5389;2321;4884
D;119;3384;5498
D;5739;5987;1581
D;1317;1707;4377
D;4245;3560;5044
D;402;4517;556
D;3502;1899;538
D;3676;4743;247
D;2134;2881;1975
D;5177;1056;4390
D;5532;783;3881
D;5708;3571;3342
D;6039;2175;2665
D;5030;1664;2418
D;971;4495;3021
D;5396;5584;484
D;3800;2333;4232
D;4923;4294;3937
D;4350;2340;976
D;3948;3723;1179
D;2897;1316;1778
D;1985;4660;5733
D;4812;713;3126
D;5691;565;3345
D;2531;4742;4048
D;45;5889;5123
D;5612;3805;5126
D;5890;145;1931
D;3187;1186;5999
D;4544;757;4530
D;3455;1383;1200
D;3205;5466;3550
D;2985;2241;4120
D;3470;2705;887
D;1674;3039;3852
D;3456;2185;3938
D;2643;2957;5051
D;2899;5102;5482
D;2020;2552;5071
D;3883;4216;3348
D;4847;289;3504
D;1309;2948;274
D;643;3063;5252
D;4951;5664;1371
D;1095;2305;4909
D;3532;2769;1304
D;635;4252;943
D;5565;1648;5115
D;896;1113;3370
D;4797;5668;4633
D;1070;1426;3168
D;2754;4622;5638
D;1717;5506;4523
D;2816;4558;4408
D;2784;5932;1845
D;2791;3546;3078
D;989;4970;1985
D;3815;1907;4713
D;5851;761;5026
D;4125;5590;3894
D;4988;1200;2055
D;2200;203;742
D;33;2729;4481
D;5783;3774;2430
D;342;4761;1878
D;1322;2332;322
D;719;4989;633
D;89;5396;1293
D;332;5923;3146
D;4764;3279;1747
D;1774;142;16
D;5629;25;1020
D;858;6014;5752
D;3545;1819;2035
D;3446;3069;5375
D;188;3090;3213
D;2122;4235;1661
D;4096;1102;2137
D;5755;2818;4955
D;4189;2612;981
D;5877;1102;5499
D;707;3356;4225
D;5736;2176;4373
D;5477;4613;4396
D;2816;58;5221
D;2484;2280;483
D;3115;1494;1387
D;5859;2789;2120
D;2147;5269;1000
D;5327;3605;3891
D;483;5489;2390
D;5454;182;764
D;3681;4116;2226
D;4426;6064;5260
D;4544;3182;4596
D;959;4117;2405
D;1855;3586;4216
D;4948;4179;5803
D;762;2152;2042
D;2615;1101;5783
D;1592;5971;701
D;5658;2930;5808
D;4875;3985;3238
D;4022;1760;1044
D;1729;2661;5019
D;3059;4514;2024
D;6042;1688;439
D;3923;881;4436
D;3597;1254;582
D;3209;2178;2446
D;468;859;3554
D;1048;5238;3153
D;2739;3676;1046
D;3696;536;1897
D;3544;629;4781
D;3693;2790;3614
D;2674;736;2555
D;6013;2484;1303
D;4376;5596;916
D;3136;1794;4154
D;822;5;1359
D;3080;342;204
D;3856;1233;1819
D;3781;5315;1618
D;5701;2554;2764
D;4887;802;140
D;1078;3324;4585
D;3371;1014;5046
D;142;365;1725
D;3856;4520;1018
D;3461;4902;3381
D;5549;2917;5605
D;1405;1797;5234
D;1932;4823;3525
D;1700;2065;5741
D;5095;2206;1058
D;3734;5011;3917
D;5637;2057;2331
D;2720;2878;5853
D;369;2826;1611
D;5009;5040;3579
D;4377;5738;2874
D;4829;5483;1680
D;2915;2626;2719
D;451;6047;5459
D;549;4499;1998
D;4246;1988;6036
D;2572;3109;4035
D;1613;3385;5650
D;3777;223;5250
D;4432;636;1986
D;3329;1493;4645
D;48;4447;778
D;747;1637;5209
D;1895;2031;5655
D;4774;5306;1509
D;3580;3838;1857
D;108;3867;5371
D;4976;4443;3406
D;843;25;974
D;5783;5727;244
D;2512;5193;1524
D;534;4581;3038
D;4058;5743;528
D;2323;5293;4792
D;2916;1904;5921
D;6057;5016;2900
D;5530;5542;1335
D;4493;142;5784
D;3172;2781;4197
D;4328;5879;138
D;2128;6008;1628
D;2558;6053;4859
D;2118;3843;4945
D;1635;1589;5407
D;627;4765;3835
D;462;1251;960
D;986;4813;1342
D;5877;35;1610
D;1496;2571;1795
D;1219;1832;687
D;1494;168;5763
D;1741;1909;801
D;4883;5916;4493
D;1693;2677;881
D;1231;3862;16
D;2449;1226;453
D;5876;2851;1425
D;3807;3051;2214
D;2465;4997;2668
D;1618;1930;1383
D;5641;3291;5497
D;4841;199;1759
D;3077;866;5458
D;5729;5397;4208
D;5080;1782;2592
D;1755;5129;4079
D;2486;2397;2722
D;4965;5593;1726
D;3925;3349;319
D;390;4409;5791
D;1321;5465;440
D;2861;3653;4786
D;1098;4157;2518
D;2710;5934;5753
D;853;3537;4048
D;4738;1018;3025
D;5937;4894;4454
D;96;5333;4303
D;1031;4264;1065
D;432;250;1466
D;4358;1372;1061
D;1040;6026;5866
D;4101;1725;606
D;5011;2757;623
D;4399;4552;4871
D;3286;1071;182
D;703;4853;5420
D;1372;911;5005
D;3731;508;5867
D;5756;3465;3824
D;3442;4281;1996
D;1169;756;1453
D;3014;3476;4596
D;3830;3191;3613
D;2409;1698;4698
D;4976;5747;1065
D;4264;5120;926
D;1359;3650;5698
D;5687;1771;4786
D;2856;2379;2158
D;1984;4847;2186
D;5300;664;2066
D;4330;622;50
D;888;5362;4239
D;887;2062;3689
D;1701;1417;1852
D;1373;4819;889
D;4044;1361;703
D;5451;4242;2371
D;1773;97;5789
D;1401;1283;4673
D;4793;5836;5855
D;1297;5648;1568
D;4247;3609;5304
D;2968;1167;4601
D;838;2405;335
D;2588;3959;769
D;324;3964;2628
D;3632;4824;2790
D;4755;4226;1566
D;5883;1397;4222
D;861;1567;2506
D;4516;3460;2226
D;3850;5352;2571
D;3457;3120;355
D;2734;1419;4130
D;4877;369;3640
D;4020;4669;5220
D;2607;6040;33
D;3313;693;1468
D;5003;240;405
D;1548;4674;4984
D;5125;4399;803
D;636;3280;5357
D;4465;1898;5651
D;3070;1178;2542
D;596;2877;5649
D;3705;1067;2
D;3943;594;1615
D;3758;3177;27
D;1715;1829;3663
D;5875;1029;347
D;3065;1029;759
D;2542;266;4024
D;3406;4419;5352
D;2260;613;679
D;1014;3797;3088
D;4980;4751;5142
D;3559;773;2771
D;4251;3949;4950
D;5872;2482;1175
D;3504;759;621
D;1841;1384;5561
D;3352;5060;4758
D;77;1507;5873
D;5884;4654;5402
D;2930;1816;1407
D;5327;3529;1837
D;5297;2487;4707
D;4599;4026;1141
D;4321;98;3365
D;1071;4960;2861
D;541;4623;3497
D;293;595;3269
D;5678;2495;6074
D;3161;1941;62
D;1112;1449;3314
D;5534;5482;538
D;6054;4693;4744
D;4292;137;1183
D;2625;2689;2924
D;1776;5090;2962
D;3378;3247;12
D;201;1781;1142
D;5130;2436;853
D;4086;3405;5360
D;1858;967;776
D;4331;2000;1512
D;5748;433;2409
D;1360;5190;3211
D;2347;1415;5775
D;2894;5985;144
D;189;4265;2812
D;1577;2798;1212
D;1804;4579;3553
D;1930;1518;507
D;1336;2587;2543
D;3367;1794;691
D;5514;3781;5775
D;2763;5576;1057
D;4666;4755;2152
D;5763;3607;5187
D;1064;372;1199
D;3716;1371;1039
D;3888;1606;1162
D;1507;5908;1864
D;1309;4682;1926
D;4871;2859;1547
D;1522;6070;3158
D;3445;2819;2487
D;267;4788;3061
D;1469;377;2745
D;168;2893;2218
D;5867;5155;5477
D;152;794;3805
D;1889;1585;3867
D;3528;1464;4666
D;315;100;184
D;2957;4065;3338
D;3892;4128;5645
D;1494;5722;5648
D;3629;1927;2284
D;3762;982;24
D;3195;4426;394
D;5092;3817;5383
D;2511;2475;563
D;2799;3429;3394
D;3909;4436;688
D;3413;3704;1190
D;678;2216;5619
D;4855;3749;4747
D;4911;3705;2635
D;595;3463;3441
D;4908;5317;3059
D;789;1342;2987
D;3275;4355;225
D;299;2198;5443
D;5572;4952;1156
D;696;4133;2896
D;1420;5374;2230
D;1600;320;2726
D;4133;2678;873
D;2466;1505;1099
D;5128;3459;1342
D;1960;3425;958
D;2522;430;2694
D;1245;2787;5398
D;5900;4063;2387
D;3203;3659;362
D;241;1478;4752
D;1066;3746;5596
D;3208;5485;1372
D;4810;2429;3039
D;4494;4888;1390
D;1227;4825;4864
D;702;5020;5420
D;214;5143;5876
D;1377;1089;2126
D;5120;5285;4586
D;1938;5075;5058
D;5888;5818;3471
D;4857;2409;4174
D;3650;3092;5561
D;2230;4931;4331
D;4040;1247;5767
D;2361;652;3939
D;1216;4558;5796
D;2474;10;2088
D;2674;3413;500
D;401;1642;2646
D;814;1081;2638
D;2150;4924;2859
D;1841;5713;1289
D;2952;5988;3778
D;1889;3149;1198
D;2887;5967;4622
D;5413;3273;4078
D;3745;1556;1482
D;3946;4111;5978
D;2960;4929;5112
D;5450;3153;1035
D;3571;5352;1524
D;4819;869;1569
D;4384;5281;640
D;1961;4841;3795
D;3064;1700;1041
D;5235;4496;1175
D;3380;822;4308
D;5408;5065;3233
D;4178;5315;5079
D;1308;2827;1254
D;1691;4198;5356
D;5525;1904;3751
D;217;4542;1238
D;1740;4951;2191
D;3304;3353;4752
D;5681;4278;1675
D;3890;2503;3128
D;4549;4955;1026
D;3150;1350;5313
D;1140;741;1921
D;2093;3736;3915
D;1692;232;1579
D;5194;2283;5789
D;3000;3693;3597
D;130;5615;3615
D;883;3401;3141
D;5762;5374;606
D;1144;5499;5084
D;4522;3318;4665
D;3981;4956;1640
D;3624;2046;5382
D;5249;1113;4407
D;2303;4970;5189
D;2321;4779;4619
D;3624;601;540
D;5917;4662;4971
D;1539;3556;5659
D;4316;1181;4856
D;4195;3051;3280
D;1457;3584;253
D;247;4183;2042
D;1568;1315;1625
D;4259;571;4086
D;2659;2530;4272
D;2093;4763;2117
D;6020;5650;1358
D;4682;5226;2756
D;508;1498;3980
D;5637;4209;1920
D;3147;1259;2093
D;5977;1837;2762
D;716;1206;1645
D;1061;1888;4889
D;586;3129;1165
D;1238;965;742
D;481;5350;2590
D;986;1602;2975
D;5791;1932;2823
D;5360;5935;499
D;4961;1255;5395
D;3876;2153;4809
D;489;2225;5447
D;5576;3657;3471
D;5352;3056;737
D;1869;2693;4644
D;4671;4083;5789
D;5400;5653;5087
D;2252;1259;353
D;4670;1675;2333
D;3062;2829;3286
D;5622;426;2940
D;5656;1484;1245
D;713;2887;4455
D;3041;412;115
D;5799;5754;4569
D;3646;2675;2636
D;4676;3463;1137
D;2480;5943;389
D;5345;1668;675
D;1521;986;3693
D;3023;3026;2933
D;4170;5461;2703
D;4290;5763;3042
D;47;1817;4931
D;289;1640;1046
D;5380;3684;867
D;1095;5969;824
D;251;4893;4770
D;1694;2382;3655
D;5635;4731;802
D;5305;5468;4357
D;3010;1052;4199
D;3840;1504;1465
D;3983;3353;3324
D;4877;3081;294
D;4665;3038;2588
D;3877;685;4080
D;5188;3329;1353
D;186;2956;2656
D;2415;4735;254
D;3635;1383;4569
D;3288;4282;3939
D;3120;3390;4825
D;4302;3621;2277
D;1812;3467;4486
D;923;2596;1270
D;3771;5605;151
D;1846;2047;3649
D;5669;2108;4444
D;2177;2502;5652
D;5560;3073;4079
D;5701;41;4551
D;356;5701;4699
D;2976;4603;3593
D;2705;823;1021
D;5143;2539;5764
D;1307;3474;5763
D;4031;1365;5346
D;2457;1805;2779
D;5564;4074;31
D;234;1277;5580
D;5309;397;5522
D;1133;5857;2943
D;2446;5508;4194
D;5204;304;3927
D;5565;2395;5977
D;4310;5221;3564
D;4856;2691;2209
D;5464;4920;3234
D;2563;2508;2798
D;947;1874;3389
D;1241;67;3979
D;3339;2170;5420
D;1747;4359;573
D;3760;2891;538
D;2687;2512;5903
D;1204;209;1125
D;5563;5375;2584
D;2596;4662;1761
D;1799;2268;921
D;281;1951;4044
D;4960;4588;3320
D;2980;2545;1607
D;2120;571;2903
D;4858;3537;4270
D;1375;1086;604
D;1997;316;138
D;3005;5187;2549
D;2786;2622;3152
D;5480;4023;1120
D;2570;1600;4760
D;3954;925;131
D;4786;361;1100
D;5567;6064;5483
D;3750;3037;4309
D;725;5762;1856
D;4971;1705;5527
D;3080;2129;3615
D;1326;2177;4102
D;702;3120;1322
D;1712;2414;3875
D;2600;1474;642
D;2116;1757;5280
D;3758;2475;4880
D;3257;721;3462
D;2373;408;717
D;1123;18;1037
D;2922;4602;566
D;2942;4296;356
D;2654;5917;1622
D;6000;1393;5280
D;4059;4113;3007
D;4748;2678;5468
D;803;1942;389
D;2169;3243;1507
D;4738;2651;3676
D;858;3760;4814
D;344;5080;1663
D;4864;1739;410
D;4380;3517;3569
D;5983;3803;2973
D;1289;3293;4160
D;1618;1906;3548
D;5817;4806;4822
D;2695;3925;5265
D;2966;1269;1147
D;1766;2044;5160
D;3552;5993;3319
D;490;926;3585
D;3814;3221;2263
D;2639;273;2944
D;429;3069;5724
D;4916;3957;5783
D;5604;3972;3455
D;4560;944;3673
D;4483;5679;5430
D;5405;4268;5147
D;3462;4979;5947
D;1336;4523;1618
D;3254;3823;1915
D;4813;28;1994
D;5173;186;3665
D;493;5199;3127
D;3902;5637;245
D;5772;1382;5908
D;4727;485;796
D;5439;3127;1711
D;4887;2465;5354
D;3804;5035;2406
D;3238;1573;5351
D;4867;5807;5476
D;1905;3982;4267
D;3889;4788;5640
D;4454;3977;4010
D;1181;3910;5301
D;4609;5499;3403
D;1083;3123;983
D;2307;119;2112
D;5950;3727;5067
D;5710;3467;4251
D;3953;4995;1356
D;4695;4043;3746
D;5285;4977;3491
D;3510;3970;4637
D;5622;1852;4268
D;2411;3722;2272
D;4795;5868;2993
D;222;204;3617
D;6061;3358;5748
D;3662;3322;5253
D;5493;4405;3431
D;3080;5414;4093
D;3301;4139;5602
D;2289;4359;4344
D;3162;1714;477
D;5350;5083;3016
D;1266;5533;16
D;2822;51;2315
D;2239;3417;2932
D;6034;885;5301
D;310;3270;1112
D;2471;1437;1581
D;2205;5346;496
D;1867;2714;204
D;61;1545;4609
D;1883;4098;1930
D;2128;2691;5550
D;3662;708;3629
D;783;4485;1150
D;2571;2000;633
D;4332;1933;4170
D;876;90;2838
D;3021;2473;5503
D;4388;2173;513
D;4029;3919;3040
D;4751;5155;913
D;5410;2364;3073
D;5718;4357;3423
D;3381;4327;1724
D;2331;3138;4177
D;75;4906;3293
D;4297;5450;3348
D;4020;1625;4875
D;4195;5153;3104
D;3597;762;2157
D;1102;310;5779
D;4172;820;557
D;3733;2758;1427
D;258;2030;4137
D;4780;3538;5873
D;1039;3973;2953
D;5415;3756;3256
D;2658;2544;2520
D;3416;4762;2261
D;4865;2650;5138
D;5035;5973;3723
D;1765;5726;5298
D;222;367;5251
D;4395;3384;4753
D;697;2505;1552
D;3608;3579;525
D;2363;5766;4866
D;3704;442;3364
D;5972;1600;2794
D;2425;3524;6060
D;286;1726;156
D;3889;2465;1274
D;1797;1452;2384
D;2456;5113;5295
D;3277;4335;731
D;3358;1130;5215
D;5673;3165;895
D;3845;516;5283
D;3092;5022;153
D;256;2685;647
D;3544;1882;3174
D;4859;3906;4405
D;4677;816;1437
D;877;2550;3282
D;2865;4306;5048
D;4408;3727;20
D;3334;4371;3319
D;5665;1477;4760
D;617;4858;1460
D;5054;2211;674
D;1012;973;3724
D;123;1845;1135
D;1111;6007;4656
D;6032;2437;4960
D;251;994;2707
D;1326;702;2473
D;4400;24;256
D;276;3664;2674
D;3707;5033;2444
D;1466;5490;5091
D;361;3045;1499
D;4330;5117;2108
D;4375;3855;4073
D;4365;598;5820
D;811;2187;4950
D;5847;4636;4943
D;4892;6041;25
D;3003;1309;3623
D;3933;2204;813
D;3127;6030;4756
D;5725;519;2932
D;6052;5244;5123
D;2418;2966;5111
D;1834;3860;2926
D;1421;2282;99
D;2289;393;5139
D;1729;5251;109
D;2824;3251;1162
D;3134;423;4648
D;5980;5856;4034
D;264;65;2885
D;1117;4717;5532
D;5202;917;3666
D;2559;5186;2516
D;3295;2176;5967
D;1750;2423;4283
D;1587;2615;5775
D;1320;5723;4214
D;5249;712;4833
D;176;1878;4674
D;383;1506;1864
D;5692;538;9
D;2427;4952;1275
D;447;481;2173
D;3159;390;302
D;2424;2078;180
D;2767;2225;2562
D;3901;3511;2843
D;1558;357;1494
D;3391;1682;3987
D;545;695;1552
D;137;2899;1072
D;1883;4666;4821
D;2892;5042;3211
D;1978;3357;3571
D;4457;1366;591
D;4804;3556;478
D;4492;73;1301
D;5445;4356;2835
D;123;1763;5912
D;1871;2738;5879
D;5731;2763;4052
D;2822;4784;2476
D;2062;2826;326
D;2206;3539;372
D;4396;2573;3659
D;5963;1263;3857
D;6045;3901;3756
D;1246;3913;4470
D;2605;337;4735
D;1323;412;1482
D;2405;5305;307
D;2632;3251;2118
D;3435;5948;2240
D;4936;282;2837
D;4305;3344;1673
D;2904;5448;5593
D;5037;1908;1325
D;999;3847;1216
D;4859;4734;4596
D;765;755;1967
D;1455;1376;2010
D;3350;5591;4858
D;2976;1027;244
D;2345;3520;4464
D;681;5143;1466
D;4029;6032;4950
D;1123;2326;41
D;2834;2847;3224
D;1699;1708;5856
D;3861;3252;3882
D;867;579;5308
D;5662;1863;5543
D;944;4728;4936
D;3957;5965;466
D;87;3690;848
D;4672;5278;2358
D;3970;2381;795
D;5629;5490;4858
D;213;1762;422
D;3020;4666;1928
D;4989;5678;3609
D;5501;5177;2795
D;2120;206;1232
D;4689;3030;253
D;2568;1416;4426
D;1712;2951;1860
D;470;1583;5787
D;155;4760;6055
D;1581;1143;4050
D;525;474;4791
D;3052;5204;4708
D;1212;5571;1853
D;5572;3211;1376
D;3774;77;733
D;1275;2912;5196
D;878;4281;2329
D;2471;1631;5765
D;4768;129;584
D;5385;4421;614
D;2967;3887;5839
D;4333;2707;5302
D;4750;3580;2610
D;2123;2969;546
D;2010;4038;1419
D;2099;3667;2036
D;1293;2550;1660
D;3330;4189;5377
D;3220;4713;2059
D;91;4408;5638
D;5211;5853;685
D;826;4265;5094
D;4342;609;4695
D;4016;3810;2466
D;5920;5542;1722
D;4885;1254;4635
D;1733;3224;4639
D;4636;5735;5135
D;2677;5975;4290
D;223;3306;1250
D;3396;3793;3404
D;346;1607;2044
D;5247;2225;5761
D;1656;3591;1264
D;581;5314;4199
D;5479;1798;195
D;1136;21;5647
D;2015;3931;2340
D;1389;4818;1799
D;2281;5407;4155
D;3039;4646;2914
D;582;1921;1564
D;4710;3942;2710
D;3870;10;2914
D;1844;5695;2941
D;3139;6001;991
D;823;4783;3414
D;4331;3199;4551
D;5300;5;414
D;1366;1209;1271
D;6;4940;4683
D;1892;4852;1299
D;5657;5640;2257
D;2301;4958;5529
D;616;3213;1926
D;2013;1817;4310
D;3956;5450;3962
D;2765;3374;806
D;5337;3548;2929
D;5180;3012;4414
D;4691;177;5481
D;3877;417;4440
D;2759;3128;3749
D;3129;2020;2472
D;4513;2314;1252
D;1677;2051;3099
D;3953;4549;2164
D;772;2018;396
D;3714;3833;2345
D;4605;727;3824
D;2326;1050;6052
D;2271;5597;3303
D;1818;5485;1428
D;3523;4347;3308
D;4182;1962;4567
D;5486;5475;407
D;2745;1267;1499
D;3234;4308;5702
D;3896;2197;4918
D;123;5310;2992
D;1923;4693;1006
D;1060;292;2417
D;5780;50;4482
D;5807;272;3542
D;842;772;3172
D;4775;3409;2102
D;5393;5192;2788
D;3694;3578;2129
D;5119;3967;5518
D;4617;780;1993
D;3589;4753;1879
D;307;5224;1808
D;1989;3220;4590
D;2185;16;1672
D;2551;4121;5800
D;3750;1852;1430
D;850;1552;2141
D;126;4173;2557
D;2469;3125;1279
D;3523;4080;5295
D;3141;5356;3677
D;1466;5739;3589
D;4080;4150;1456
D;624;773;5714
D;4703;5418;5976
D;4498;5139;4182
D;1276;4704;2643
D;3263;1203;5778
D;3631;5484;4583
D;4982;2343;113
D;413;4663;2206
D;2102;3517;5517
D;5966;3218;5213
D;63;5364;4290
D;818;5501;2100
D;4852;1009;2971
D;2673;5892;2821
D;385;2325;2824
D;1203;90;1791
D;1764;1787;5152
D;789;5179;4937
D;2192;1981;2953
D;1167;760;5708
D;4187;4982;2609
D;1048;3339;4640
D;4220;217;2662
D;2090;3019;1051
D;5994;637;3681
D;2136;4338;3454
D;3538;5291;5432
D;4389;643;4395
D;5987;4827;3573
D;404;3153;3301
D;5586;713;3176
D;1362;4089;4461
D;183;4708;2892
D;3049;2667;216
D;874;5757;1351
D;4390;236;955
D;3990;4982;169
D;4955;2350;5305
D;5124;5899;4417
D;5760;2174;5011
D;1660;549;3505
D;1487;2177;4299
D;1609;1990;5715
D;2387;1845;3722
D;5281;590;4882
D;121;3807;315
D;4702;4425;918
D;1799;5385;2397
D;5498;2806;1714
D;5523;5968;2797
D;4920;3568;242
D;4373;4361;2735
D;1115;2626;3498
D;155;1842;4600
D;226;4604;5323
D;4373;3251;5229
D;5875;2657;2287
D;2118;302;304
D;5259;1002;2720
D;5796;3106;907
D;5467;612;6028
D;5621;2855;3134
D;4439;4429;2013
D;1178;3875;5739
D;724;1436;5478
D;5407;2472;2589
D;2893;3772;2132
D;1367;1725;1595
D;2303;3620;4592
D;1335;426;2933
D;879;5272;2501
D;3023;3589;4043
D;3711;762;4744
D;1649;5650;1371
D;5170;2883;2450
D;1469;3142;284
D;4223;5825;3468
D;551;4388;4696
D;3647;6060;1563
D;4863;1318;1197
D;1999;2049;5017
D;2214;5598;4942
D;5587;5415;9
D;4745;1488;5565
D;1311;5;2702
D;602;5332;1991
D;1309;2871;1808
D;3523;4441;5514
D;5032;121;3244
D;5753;4307;5477
D;4466;2152;2545
D;904;79;5950
D;555;658;999
D;5799;2292;2492
D;5766;4142;5242
D;5524;3163;5938
D;2938;5503;4884
D;338;3638;368
D;3857;3311;2553
D;1801;5394;206
D;3298;3365;5711
D;3851;2367;6045
D;1212;3041;3213
D;1494;5900;854
D;667;25;5075
D;2105;4397;4469
D;3190;1250;1477
D;1611;3747;5178
