D;4034;531
D;2592;1884
D;899;1121
D;2994;3974
D;2608;1080
D;999;458
D;1705;677
D;3237;3102
D;4841;1853
D;3397;530
D;848;1835
D;2965;4632
D;3151;3649
D;1610;933
D;993;4513
D;1005;4932
D;2197;3158
D;3267;935
D;3050;4849
D;1912;2836
D;4116;4917
D;3661;4925
D;3401;4381
D;2482;2891
D;4142;1381
D;2713;4763
D;2428;4154
D;4963;748
D;4876;148
D;3490;1134
D;3769;2309
D;1961;4890
D;1033;455
D;1542;511
D;2445;457
D;65;3198
D;3791;4923
D;4361;2972
D;50;3684
D;484;1453
D;3492;4097
D;3668;1372
D;4722;4860
D;2262;4009
D;1630;2208
D;1351;1542
D;1886;4090
D;3848;1144
D;2038;2529
D;4579;3053
D;1426;3512
D;4097;1231
D;1408;2889
D;4212;1632
D;184;1345
D;839;2999
D;4485;3704
D;2438;4305
D;4728;136
D;561;2132
D;966;2606
D;3987;1139
D;2415;1961
D;4758;295
D;3225;1969
D;2049;3181
D;1725;7
D;3104;4027
D;4750;1684
D;4265;3374
D;3989;2638
D;4160;3649
D;2279;1113
D;1935;943
D;82;590
D;2908;4972
D;3863;490
D;4395;4184
D;2288;2572
D;2073;4599
D;1271;4800
D;2349;4162
D;4755;4877
D;2439;2200
D;3232;3088
D;2714;4869
D;4928;4522
D;3024;2996
D;4484;2343
D;2086;1006
D;1349;674
D;2955;2987
D;578;4510
D;3747;270
D;4395;1279
D;4408;2861
D;2314;3120
D;2167;2467
D;2271;3451
D;3963;2313
D;3611;2513
D;509;3334
D;3188;1368
D;3384;4380
D;2283;2281
D;2674;4920
D;1229;3239
D;3111;1624
D;4087;1949
D;4532;1204
D;2140;1491
D;4334;977
D;2300;2111
D;4096;3509
D;3596;2196
D;495;1909
D;3550;480
D;266;3156
D;4628;3179
D;4420;101
D;2509;3553
D;569;1723
D;1487;4345
D;3939;1785
D;2735;1750
D;841;2398
D;2275;404
D;3952;2262
D;853;4727
D;2375;2297
D;2121;3282
D;1193;4414
D;2219;2608
D;1654;3176
D;1024;270
D;4407;547
D;3844;1157
D;1452;1671
D;4190;2977
D;3616;4297
D;1293;1365
D;4442;4411
D;4861;2487
D;1917;4774
D;1147;2327
D;3569;1422
D;2407;1285
D;4398;3531
D;4215;3199
D;1866;2179
D;1972;2296
D;2477;738
D;10;940
D;150;3131
D;1657;2577
D;3904;3055
D;4584;922
D;4781;2931
D;343;3042
D;4038;1259
D;1396;1212
D;2064;845
D;3428;4773
D;4756;1718
D;3698;582
D;3582;2442
D;1621;764
D;626;2879
D;1301;3106
D;962;2140
D;2226;3184
D;1699;4117
D;393;2475
D;2712;3584
D;4573;2242
D;1574;2017
D;4085;3808
D;3613;1097
D;2786;2683
D;864;3873
D;4870;4564
D;2095;4262
D;3679;3765
D;2762;2816
D;900;846
D;1306;2038
D;1573;2078
D;976;4898
D;4063;3728
D;1451;2092
D;1168;1106
D;4234;2904
D;2890;1969
D;3388;1186
D;477;1204
D;3383;3443
D;4279;1535
D;2542;4893
D;4584;3113
D;952;474
D;4288;4954
D;642;1501
D;660;775
D;2679;1340
D;3939;3887
D;2932;4531
D;3950;1274
D;3411;3275
D;4441;1324
D;1326;782
D;2462;2899
D;1065;570
D;3970;682
D;2420;824
D;4125;4256
D;156;851
D;2214;191
D;4713;1674
D;723;1105
D;1709;2175
D;2285;1
D;4899;4259
D;2145;869
D;4831;2817
D;2411;4857
D;4194;4482
D;2147;447
D;215;133
D;3248;3080
D;4784;906
D;930;1611
D;505;2885
D;2230;63
D;4203;4786
D;3632;3206
D;4207;2121
D;1192;4404
D;2303;3947
D;1959;637
D;1528;1730
D;1010;2616
D;1293;2886
D;2252;2999
D;3179;92
D;2415;2191
D;75;3388
D;4338;381
D;3299;2712
D;4829;4757
D;589;1479
D;726;1761
D;4412;83
D;841;191
D;2358;4551
D;2624;1819
D;2660;3007
D;4418;2551
D;4693;3750
D;1162;1995
D;1308;1630
D;4334;2160
D;4256;4332
D;3126;2140
D;4025;2146
D;4101;2020
D;3440;91
D;2188;396
D;4995;2165
D;814;1586
D;4142;4309
D;4600;1983
D;283;1743
D;2894;2794
D;1021;2008
D;2322;814
D;4927;4164
D;1542;4340
D;1394;128
D;1754;4340
D;4559;651
D;4184;2403
D;2792;601
D;759;3150
D;1723;271
D;1523;3366
D;412;3944
D;4740;3787
D;2392;2527
D;1407;3461
D;216;2998
D;785;1079
D;2582;880
D;1798;4097
D;3839;1373
D;524;2627
D;832;2618
D;4968;936
D;4294;1774
D;652;1102
D;139;2455
D;525;1809
D;1338;3310
D;170;4168
D;1825;4517
D;1360;400
D;2679;2859
D;2488;4901
D;3405;3270
D;2414;790
D;206;2338
D;4674;3914
D;1976;3469
D;2630;3709
D;59;4689
D;734;2337
D;4315;4772
D;2074;61
D;3379;1440
D;3646;1499
D;189;2138
D;3605;2799
D;873;386
D;4950;2394
D;2602;3504
D;3010;4609
D;2828;43
D;2173;1951
D;3419;1308
D;2871;3297
D;624;1774
D;3185;3306
D;3956;1200
D;4330;1219
D;3322;2247
D;438;3667
D;576;1201
D;2302;4855
D;943;911
D;269;1844
D;2822;4702
D;1669;812
D;1792;3787
D;1737;4635
D;1574;2990
D;3916;2589
D;4882;2242
D;405;4837
D;3737;4880
D;875;3439
D;2047;1101
D;573;3996
D;1770;2725
D;426;468
D;774;1322
D;1325;631
D;1694;371
D;4760;1246
D;4828;4730
D;283;3216
D;3142;1877
D;1059;3518
D;3143;1692
D;1876;3585
D;4495;2294
D;172;4330
D;3578;310
D;4872;2715
D;3683;781
D;2744;4088
D;4256;1310
D;3879;2856
D;4990;2908
D;4919;3345
D;249;1512
D;723;3540
D;914;984
D;1093;3500
D;4492;3372
D;3387;1962
D;2646;2367
D;4603;3893
D;4216;1121
D;3192;4080
D;3928;2793
D;973;4467
D;1364;3764
D;4984;4037
D;403;4236
D;2021;805
D;3221;4366
D;2719;223
D;1482;52
D;4634;1998
D;554;3644
D;1745;775
D;2501;1371
D;1475;135
D;4260;2670
D;1781;3044
D;4190;2553
D;4135;4885
D;4934;4518
D;2168;3092
D;4996;2914
D;4729;3595
D;4524;3546
D;464;3253
D;79;1884
D;3015;1954
D;1267;4733
D;4294;3230
D;1401;1007
D;2282;4690
D;174;2261
D;3541;3420
D;1306;4260
D;4758;1534
D;337;1716
D;1388;2000
D;728;869
D;265;4686
D;4858;1117
D;4256;1488
D;3696;4290
D;2551;4363
D;4585;1046
D;274;4627
D;2028;1986
D;2998;2450
D;4643;4867
D;4238;8
D;431;3964
D;1834;3077
D;2264;3671
D;3615;693
D;1530;112
D;2405;4801
D;2120;2234
D;644;4209
D;1830;1457
D;3327;4606
D;4582;627
D;1570;664
D;1052;2496
D;99;224
D;3885;2283
D;3166;3234
D;357;3481
D;4959;1406
D;277;1469
D;2983;4255
D;2510;2015
D;1050;4759
D;3228;2795
D;2400;3305
D;2829;1506
D;833;1467
D;51;184
D;3504;2571
D;3546;3110
D;3721;1017
D;2250;1731
D;3667;855
D;1803;2246
D;62;279
D;2729;3325
D;3295;4289
D;4455;268
D;205;23
D;3155;3440
D;992;4270
D;1744;1564
D;4601;2058
D;3857;4412
D;2999;1086
D;2528;3158
D;4051;2256
D;1654;1478
D;1029;4750
D;2641;2652
D;803;1782
D;2934;3012
D;322;361
D;1792;4885
D;3063;3401
D;423;1679
D;3283;3376
D;299;2567
D;4808;1513
D;3169;2599
D;2361;2010
D;2978;2979
D;3983;2701
D;762;4606
D;1812;2103
D;179;3724
D;2985;3268
D;346;495
D;2027;291
D;657;3532
D;212;4281
D;2544;4449
D;2683;1042
D;4532;4089
D;2867;1706
D;1419;2370
D;2599;716
D;3463;371
D;3627;669
D;3669;239
D;3417;2026
D;70;2710
D;610;229
D;250;1559
D;2478;3471
D;4616;1862
D;3869;752
D;2787;2852
D;2745;1959
D;2314;3823
D;1121;2861
D;1121;4326
D;4173;3990
D;4615;1593
D;511;1915
D;2719;1368
D;4501;1513
D;2652;4626
D;4663;1884
D;2252;4991
D;4740;1075
D;3017;397
D;1977;2693
D;2970;3186
D;4938;3843
D;4315;4568
D;4342;4617
D;3108;896
D;4943;318
D;1896;2576
D;1364;2634
D;3331;1231
D;1045;4769
D;2054;2624
D;4895;137
D;4083;526
D;2169;2609
D;882;1021
D;1540;387
D;4371;2591
D;2131;3812
D;662;2259
D;4648;3900
D;2303;1266
D;4683;3160
D;2641;2620
D;3931;3276
D;4756;4112
D;5000;1089
D;2168;1186
D;884;4446
D;1006;4658
D;173;4194
D;3423;3512
D;1650;3512
D;3550;749
D;213;1984
D;1921;2376
D;4904;239
D;844;3051
D;2548;3181
D;2602;3370
D;673;683
D;1269;2504
D;4160;1685
D;1927;4923
D;2994;2744
D;2841;2751
D;2533;2831
D;4995;4644
D;4774;4651
D;732;3928
D;2704;1913
D;3848;4286
D;532;4067
D;3768;2865
D;2650;2762
D;3354;1521
D;882;2062
D;4120;3351
D;949;3117
D;810;762
D;257;146
D;894;4913
D;1727;466
D;4119;3484
D;4130;3073
D;3237;2814
D;4516;4821
D;3935;1520
D;3675;3349
D;3867;3766
D;429;3917
D;688;3478
D;496;4768
D;3282;2152
D;4579;974
D;3032;1972
D;739;3309
D;1555;812
D;4185;4695
D;3736;2273
D;1219;4192
D;1109;247
D;944;2487
D;2295;3391
D;1477;3990
D;3376;2243
D;4684;750
D;4085;1037
D;10;2635
D;3714;4008
D;888;2021
D;2038;411
D;1541;2192
D;892;4614
D;4083;2526
D;2203;3296
D;2602;3050
D;689;4474
D;2155;4395
D;4606;130
D;4156;1612
D;65;3483
D;2713;851
D;2905;1632
D;3128;4943
D;2018;3550
D;1571;890
D;342;1985
D;4516;3988
D;2274;740
D;3456;3811
D;3394;1372
D;3186;4653
D;3377;190
D;500;4920
D;2851;715
D;4916;1298
D;1479;1477
D;2718;3492
D;4306;1519
D;1397;1335
D;4833;4673
D;1562;3505
D;3529;4901
D;2194;1812
D;4701;4463
D;4835;3918
D;2753;3270
D;3324;4070
D;2843;1792
D;2998;3725
D;1387;1466
D;3969;2816
D;1870;2995
D;2371;4245
D;1877;2635
D;4752;1341
D;3182;3094
D;300;2808
D;2623;305
D;1591;782
D;3404;2029
D;3031;2413
D;5;989
D;916;3037
D;3439;1260
D;4947;716
D;4281;4107
D;556;1355
D;1952;3104
D;1137;240
D;459;2062
D;4374;3622
D;1439;1634
D;4891;1420
D;3266;265
D;4299;2921
D;180;2946
D;4038;4876
D;1269;2186
D;1501;2173
D;465;4523
D;1046;3165
D;3460;4050
D;2016;4905
D;4694;218
D;1868;507
D;13;1647
D;3315;1058
D;1195;4798
D;3591;1455
D;1884;4624
D;639;80
D;2393;1162
D;252;3990
D;214;1056
D;422;1888
D;3484;2785
D;3499;583
D;4945;2509
D;4569;755
D;3576;3562
D;294;2839
D;4078;82
D;2682;2637
D;2105;4624
D;583;245
D;3660;1933
D;1097;2905
D;795;110
D;4873;1784
D;2021;4989
D;3084;3313
D;272;2929
D;3250;3646
D;1382;1154
D;198;2871
D;2236;3210
D;2819;1156
D;1312;3792
D;4644;4099
D;4272;4388
D;950;2764
D;4813;4611
D;2784;2437
D;1916;1665
D;4081;2625
D;3017;3109
D;1843;1393
D;605;4216
D;2695;3324
D;1069;1814
D;4054;4216
D;2137;2929
D;3880;341
D;3719;1084
D;1004;4673
D;954;560
D;4584;622
D;1795;2601
D;800;737
D;2611;1875
D;4707;1525
D;1048;3169
D;4961;4162
D;3415;9
D;1418;1927
D;471;637
D;3160;186
D;3768;842
D;4655;773
D;3109;1815
D;2425;4871
D;691;639
D;80;1775
D;3091;4562
D;742;1649
D;27;1553
D;1098;2878
D;3609;4165
D;1401;1642
D;580;1561
D;1230;2273
D;945;4443
D;4826;4272
D;848;3016
D;3063;3154
D;2269;4598
D;1485;2328
D;2089;4312
D;3456;694
D;4375;3747
D;1529;549
D;3346;1152
D;1011;1934
D;3884;4655
D;361;3468
D;3628;464
D;3472;1846
D;3164;4328
D;649;1885
D;4446;905
D;3102;375
D;2349;2529
D;1257;3830
D;4482;924
D;988;4501
D;3512;1616
D;2145;3534
D;447;2782
D;1555;4592
D;4134;1508
D;4928;115
D;686;313
D;723;2244
D;1778;4413
D;295;282
D;726;2627
D;4306;4227
D;2260;99
D;2992;1810
D;289;3450
D;1441;3159
D;3658;950
D;4152;2883
D;1439;4526
D;1088;1466
D;2897;4850
D;638;1410
D;4894;429
D;1984;464
D;798;1888
D;3836;3552
D;689;3399
D;839;2019
D;3975;3617
D;4687;603
D;4241;3500
D;3922;1814
D;1792;505
D;2258;2858
D;3576;1144
D;4098;4626
D;1116;2518
D;4652;379
D;4064;3943
D;3821;2744
D;3372;1682
D;3566;2736
D;411;2694
D;4579;1169
D;1316;1541
D;3676;1403
D;1630;2420
D;1370;4655
D;4690;2014
D;4671;4923
D;4698;3845
D;1315;2488
D;4668;3181
D;134;3193
D;4433;2224
D;355;4141
D;1667;3464
D;1258;764
D;2894;1850
D;2496;1476
D;128;3377
D;2584;1963
D;1332;3771
D;3303;1206
D;726;3813
D;2624;56
D;3447;490
D;3713;2806
D;4127;784
D;4028;3066
D;2210;4071
D;4595;893
D;3898;56
D;1176;270
D;32;1406
D;4451;703
D;527;1186
D;1623;2871
D;1064;117
D;4205;3772
D;4981;3032
D;4868;1380
D;4004;2733
D;3366;3749
D;2373;4198
D;3642;635
D;1505;4673
D;4818;2991
D;3770;3471
D;448;1283
D;4402;2409
D;3381;2228
D;3110;1941
D;2608;4628
D;316;72
D;2124;4809
D;3520;3639
D;519;3489
D;3928;2721
D;2027;4079
D;4333;3194
D;4160;4866
D;4711;4844
D;1949;3576
D;3618;2626
D;95;2171
D;1435;1406
D;3758;1393
D;293;1887
D;3280;3400
D;3032;2351
D;4989;550
D;4854;3192
D;2357;2130
D;1734;447
D;2228;2119
D;184;3002
D;3193;3991
D;4821;449
D;3829;553
D;2965;3692
D;346;393
D;1596;4126
D;1518;2891
D;4994;1602
D;1263;4235
D;2060;4376
D;4645;1502
D;188;1411
D;919;2835
D;2416;2390
D;3398;210
D;3218;822
D;962;4252
D;271;2940
D;2264;3904
D;4216;1236
D;2040;1496
D;4217;2642
D;647;3117
D;269;4963
D;1066;2307
D;4769;3783
D;1075;216
D;3105;1553
D;141;3989
D;2134;2518
D;4089;1806
D;4471;1055
D;4838;686
D;710;2462
D;901;4592
D;1333;4275
D;3179;397
D;3745;2078
D;1690;3566
D;1968;2718
D;1328;2371
D;2602;3978
D;2759;4628
D;3795;883
D;514;3093
D;3620;2565
D;4764;2821
D;4484;1200
D;584;3981
D;4914;3597
D;503;4807
D;279;3624
D;730;2780
D;3176;2772
D;130;1676
D;1304;2800
D;3695;2370
D;4482;552
D;4479;1524
D;1798;4940
D;3851;1732
D;1913;471
D;4386;1952
D;1998;2617
D;698;1252
D;4665;4016
D;3609;2805
D;4186;4852
D;2541;3149
D;2413;244
D;4086;3878
D;2716;1764
D;2257;710
D;4252;839
D;3227;3596
D;2442;1938
D;1512;1035
D;3638;1755
D;4179;1426
D;1501;2762
D;3814;1774
D;280;3698
D;4768;2709
D;2298;4104
D;1072;2744
D;1102;3552
D;565;320
D;11;3823
D;3388;2404
D;4064;3693
D;354;1835
D;1242;2283
D;1031;3856
D;1230;872
D;4341;3960
D;3527;470
D;2341;2439
D;4582;3581
D;3653;524
D;4322;1647
D;4423;3388
D;2141;2735
D;19;1930
D;2861;488
D;1501;764
D;1089;776
D;2239;63
D;2507;35
D;675;3572
D;1265;4267
D;3894;2641
D;4824;1790
D;3604;4047
D;3476;2636
D;605;3704
D;3179;1260
D;2768;1900
D;270;767
D;1187;3126
D;2252;4272
D;2036;2501
D;486;1155
D;1679;146
D;927;4221
D;340;2556
D;3181;3661
D;599;494
D;1390;3241
D;4061;1090
D;1201;101
D;2714;265
D;1607;1243
D;4404;1112
D;2423;2145
D;95;1630
D;790;199
D;3242;2793
D;908;4094
D;2922;552
D;2342;1265
D;2778;3572
D;1460;1270
D;2024;4128
D;320;1774
D;1128;2640
D;203;1199
D;127;3538
D;3456;3288
D;2384;3727
D;4041;2636
D;1354;3120
D;2898;1205
D;4484;1312
D;343;209
D;1011;1736
D;2219;2080
D;856;1312
D;1629;3409
D;417;1764
D;3706;2659
D;4719;3150
D;2571;4051
D;2009;4670
D;446;1832
D;4703;3312
D;4033;258
D;1460;680
D;815;2168
D;2617;2521
D;3361;653
D;1568;1548
D;924;4157
D;3704;197
D;2626;3585
D;4337;3195
D;3606;3903
D;4485;1527
D;2050;4329
D;4189;2651
D;2239;3511
D;2753;719
D;778;2662
D;2192;1324
D;32;3110
D;395;4031
D;3374;750
D;575;3949
D;3167;3636
D;3039;47
D;3642;800
D;1502;3406
D;1673;1676
D;830;36
D;3533;1975
D;2052;1429
D;3641;3228
D;323;4
D;3099;900
D;2923;3778
D;1210;2915
D;336;886
D;414;4053
D;3947;320
D;1389;3320
D;3863;731
D;292;2003
D;4138;3967
D;1804;3640
D;4892;1666
D;2643;4482
D;475;701
D;3034;154
D;3556;3406
D;1765;4551
D;1339;3853
D;756;2153
D;3966;2958
D;635;3730
D;2851;4213
D;2382;122
D;241;4531
D;4207;79
D;361;1734
D;1290;4904
D;3706;3228
D;2376;853
D;3815;2725
D;2872;3101
D;649;849
D;4166;3316
D;3069;4194
D;254;275
D;1962;1048
D;4470;2084
D;4924;1802
D;2329;4628
D;1901;1367
D;1436;2541
D;1832;2253
D;4487;1296
D;3897;1046
D;961;3666
D;1479;1788
D;3351;3252
D;1493;1824
D;222;4641
D;766;4867
D;738;1600
D;2577;1902
D;879;2039
D;2185;4825
D;4362;3945
D;37;2835
D;4717;2409
D;3951;1285
D;1002;2522
D;4081;1390
D;2713;915
D;3926;2750
D;1725;3264
D;3601;3060
D;2827;2232
D;4284;1892
D;1936;2125
D;1105;1635
D;809;4565
D;274;1923
D;3427;1207
D;202;4637
D;688;972
D;1615;1133
D;4941;4203
D;1144;1024
D;338;1504
D;2746;3060
D;2994;720
D;3559;364
D;974;2660
D;419;247
D;4447;4436
D;4032;630
D;87;1551
D;3103;2091
D;4756;1326
D;1844;4243
D;4507;1657
D;4072;2500
D;3059;1599
D;2460;4680
D;185;3263
D;1709;286
D;4184;1775
D;3641;2468
D;1398;3797
D;4592;2560
D;4697;1901
D;884;4773
D;1899;3457
D;1662;1142
D;51;810
D;3552;2677
D;3930;4801
D;2527;986
D;1611;1020
D;3112;4294
D;4173;2503
D;3752;1024
D;1733;1060
D;1783;3447
D;897;1224
D;2147;151
D;3745;4244
D;3589;1293
D;2249;654
D;4563;3023
D;3340;1775
D;1330;3289
D;4372;3650
D;2682;2456
D;2610;82
D;3002;4726
D;4623;3459
D;3475;1315
D;934;1950
D;3289;587
D;1908;4323
D;4277;2521
D;262;2445
D;4752;3181
D;4387;3604
D;851;4151
D;1500;4898
D;1177;1219
D;981;3303
D;1481;2395
D;3843;757
D;4235;2315
D;3680;940
D;3220;3984
D;595;3720
D;2328;1784
D;4255;313
D;3636;2295
D;4326;81
D;406;3543
D;729;379
D;437;278
D;2648;2184
D;1076;4628
D;3524;3383
D;541;4704
D;2587;4048
D;1243;1671
D;3761;237
D;4859;2366
D;4703;387
D;2885;1299
D;1082;343
D;4894;2540
D;998;3143
D;268;1413
D;3453;391
D;3868;4536
D;385;797
D;1842;3799
D;2470;2037
D;1629;1325
D;4188;1151
D;3995;48
D;3250;3467
D;2238;8
D;132;1238
D;901;552
D;2704;690
D;3871;1353
D;450;4261
D;2174;2466
D;1368;4979
D;2894;1461
D;3553;1724
D;477;1888
D;3404;684
D;1600;561
D;3166;2049
D;1560;2574
D;3231;4348
D;2875;4158
D;1402;115
D;4746;3445
D;3350;2170
D;4413;4162
D;3030;2219
D;3984;3336
D;1897;2202
D;3067;1986
D;2571;2300
D;1454;1643
D;1424;4246
D;4664;235
D;838;1993
D;2940;1433
D;2994;2394
D;1906;1774
D;624;1873
D;217;278
D;2928;3410
D;3613;4504
D;1254;518
D;4045;4486
D;4609;4949
D;1283;710
D;2756;469
D;4040;3967
D;1233;4706
D;4315;1425
D;2844;1613
D;4317;3880
D;4826;3980
D;2424;2031
D;2092;4373
D;2830;4315
D;4131;1130
D;3979;2552
D;3309;4121
D;4198;3578
D;447;984
D;3535;1744
D;1581;2575
D;1435;884
D;1435;180
D;859;3882
D;2936;2936
D;1532;3241
D;3034;2914
D;1927;626
D;4988;1975
D;2203;4620
D;2777;1493
D;1039;163
D;1061;2614
D;654;1325
D;4474;461
D;2523;1404
D;4859;4918
D;4246;3615
D;2352;891
D;3423;3414
D;2016;879
D;1635;3723
D;2947;849
D;2964;4420
D;3284;4305
D;1815;740
D;1914;2697
D;2380;4869
D;2694;1986
D;3953;2233
D;3510;2452
D;129;601
D;4368;1800
D;640;1712
D;1380;2131
D;4270;1520
D;4541;1604
D;2123;3604
D;4261;4179
D;3449;1351
D;4824;2662
D;19;1003
D;808;2372
D;1123;4507
D;1604;176
D;3341;4045
D;897;811
D;2565;2680
D;2833;3444
D;942;2719
D;4160;2788
D;1674;1521
D;2394;2098
D;2384;2106
D;4508;2951
D;1055;2826
D;4232;265
D;2241;4994
D;3752;275
D;4411;927
D;2281;2960
D;2304;696
D;4827;3049
D;2189;1244
D;2152;1223
D;4352;612
D;4791;3021
D;3184;3294
D;2820;1928
D;512;2398
D;4960;4452
D;2928;47
D;2695;3017
D;3280;2933
D;1799;1468
D;235;2309
D;2139;3361
D;4792;1002
D;4315;4683
D;1386;44
D;361;3834
D;4485;2551
D;2777;2047
D;1245;2318
D;4066;1833
D;2090;2006
D;3933;3529
D;1807;2721
D;2874;3721
D;2453;798
D;3047;889
D;3559;4290
D;461;301
D;2948;2845
D;4026;4514
D;3954;2616
D;2801;2757
D;4964;1179
D;1662;2183
D;2104;4721
D;2303;413
D;3404;4812
D;3516;1096
D;3547;746
D;594;1059
D;3329;2942
D;1218;2372
D;1533;2122
D;3591;2901
D;2938;2090
D;28;4805
D;1423;2491
D;1067;3242
D;4826;655
D;238;3968
D;946;3524
D;395;1231
D;2420;4699
D;2418;4097
D;895;2354
D;2136;365
D;1379;891
D;1675;711
D;4899;1649
D;1580;497
D;3442;864
D;3100;1073
D;806;2284
D;1996;1511
D;3705;1948
D;169;4421
D;560;212
D;2681;489
D;548;475
D;4997;758
D;1850;2073
D;3517;471
D;4540;316
D;4069;3628
D;200;312
D;3291;3828
D;1001;1989
D;2471;3625
D;654;622
D;3928;1221
D;2310;3202
D;1539;4157
D;3551;2907
D;4084;3659
D;3041;1198
D;2601;1209
D;3004;1666
D;4315;2936
D;2771;1429
D;2249;3393
D;4380;3585
D;1942;2521
D;3706;3219
D;1809;1152
D;4237;862
D;3654;4379
D;4633;4282
D;581;1386
D;2340;4671
D;4726;4866
D;1499;2642
D;670;4544
D;2315;2341
D;2027;430
D;4647;1486
D;2571;2898
D;2346;4997
D;1544;1816
D;4869;1699
D;1934;1985
D;575;3706
D;4081;825
D;359;2870
D;4655;4848
D;4061;243
D;1158;1146
D;509;3396
D;944;3155
D;2313;1266
D;1464;596
D;4209;3817
D;251;302
D;2956;2639
D;2336;2139
D;1355;4134
D;1386;4550
D;2543;1805
D;1995;1606
D;3788;2506
D;4651;4126
D;1589;1748
